The intermediate results:
Round 1: 64478,0,0,15
Round 2: 128971,8,21,12
Round 3: 193148,19,46,9
Round 4: 257482,28,70,11
Round 5: 322244,24,55,13

The clustering results:
0,6
1,8
2,1
3,9
4,4
5,4
6,5
7,3
8,4
9,4
10,6
11,4
12,6
13,3
14,9
15,1
16,6
17,4
18,0
19,9
20,7
21,7
22,9
23,4
24,6
25,5
26,7
27,3
28,8
29,0
30,1
31,0
32,3
33,3
34,8
35,9
36,0
37,8
38,4
39,1
40,1
41,1
42,5
43,7
44,1
45,4
46,9
47,4
48,5
49,5
50,3
51,0
52,9
53,6
54,3
55,2
56,0
57,4
58,3
59,4
60,3
61,9
62,0
63,9
64,1
65,2
66,9
67,8
68,8
69,4
70,7
71,2
72,8
73,3
74,2
75,4
76,4
77,4
78,3
79,3
80,7
81,3
82,8
83,1
84,9
85,3
86,0
87,9
88,7
89,2
90,4
91,6
92,7
93,5
94,7
95,7
96,0
97,7
98,1
99,1
100,4
101,0
102,9
103,3
104,3
105,9
106,9
107,4
108,8
109,3
110,8
111,1
112,8
113,5
114,3
115,3
116,0
117,8
118,9
119,6
120,2
121,4
122,8
123,0
124,5
125,8
126,0
127,8
128,4
129,9
130,1
131,3
132,4
133,9
134,4
135,5
136,3
137,3
138,3
139,5
140,1
141,9
142,1
143,5
144,8
145,0
146,8
147,6
148,3
149,9
150,7
151,4
152,3
153,3
154,3
155,3
156,1
157,8
158,1
159,3
160,7
161,2
162,2
163,2
164,3
165,8
166,0
167,7
168,4
169,4
170,0
171,5
172,1
173,4
174,0
175,5
176,8
177,0
178,6
179,7
180,6
181,5
182,7
183,5
184,1
185,2
186,3
187,8
188,5
189,9
190,1
191,6
192,3
193,8
194,1
195,1
196,7
197,5
198,4
199,6
200,0
201,0
202,0
203,0
204,2
205,4
206,6
207,5
208,4
209,9
210,2
211,5
212,7
213,6
214,6
215,8
216,6
217,4
218,3
219,1
220,0
221,0
222,6
223,6
224,0
225,0
226,8
227,7
228,5
229,0
230,6
231,8
232,6
233,3
234,4
235,4
236,3
237,9
238,9
239,8
240,3
241,7
242,6
243,9
244,4
245,8
246,9
247,9
248,4
249,4
250,7
251,4
252,8
253,3
254,1
255,8
256,0
257,4
258,8
259,1
260,3
261,2
262,9
263,3
264,5
265,2
266,0
267,9
268,4
269,4
270,5
271,4
272,7
273,2
274,5
275,7
276,4
277,3
278,1
279,8
280,1
281,1
282,5
283,9
284,8
285,7
286,3
287,4
288,0
289,4
290,5
291,7
292,9
293,2
294,0
295,5
296,9
297,0
298,9
299,8
300,9
301,2
302,1
303,1
304,2
305,8
306,1
307,7
308,5
309,5
310,9
311,3
312,7
313,4
314,4
315,8
316,1
317,9
318,0
319,7
320,1
321,6
322,2
323,0
324,0
325,5
326,8
327,2
328,3
329,7
330,7
331,9
332,1
333,3
334,5
335,1
336,9
337,8
338,0
339,5
340,0
341,2
342,0
343,2
344,2
345,8
346,4
347,9
348,9
349,5
350,9
351,3
352,9
353,5
354,0
355,2
356,8
357,9
358,2
359,2
360,4
361,5
362,1
363,4
364,5
365,4
366,5
367,8
368,3
369,4
370,2
371,9
372,0
373,3
374,4
375,8
376,7
377,2
378,6
379,4
380,7
381,9
382,5
383,8
384,1
385,8
386,2
387,0
388,3
389,4
390,3
391,4
392,1
393,5
394,0
395,3
396,0
397,1
398,5
399,5
400,3
401,4
402,1
403,5
404,9
405,2
406,4
407,7
408,8
409,3
410,0
411,1
412,4
413,4
414,7
415,0
416,3
417,2
418,0
419,2
420,3
421,8
422,4
423,6
424,8
425,4
426,4
427,6
428,6
429,5
430,1
431,6
432,9
433,1
434,9
435,1
436,6
437,1
438,9
439,2
440,8
441,0
442,4
443,0
444,6
445,5
446,2
447,8
448,6
449,9
450,0
451,7
452,7
453,3
454,1
455,8
456,9
457,9
458,8
459,7
460,8
461,5
462,1
463,6
464,3
465,1
466,6
467,5
468,2
469,5
470,7
471,9
472,6
473,4
474,9
475,5
476,4
477,1
478,1
479,3
480,3
481,3
482,8
483,9
484,9
485,1
486,3
487,7
488,9
489,8
490,7
491,1
492,3
493,7
494,4
495,5
496,9
497,8
498,1
499,6
500,0
501,3
502,5
503,3
504,0
505,6
506,2
507,8
508,8
509,4
510,0
511,9
512,1
513,3
514,9
515,4
516,8
517,2
518,8
519,2
520,0
521,3
522,5
